list,seen,title,alt,year,imdb,source
Movies to Watch Before You Die,TRUE,The Thing,,1982,tt0084787,https://v2.vidsrc.me/embed/tt0084787
Movies to Watch Before You Die,FALSE,The Night of the Shooting Stars,La Notte di San Lorenzo,1982,tt0084422,https://www.youtube.com/embed/Kjyg0wjk1Ug
Movies to Watch Before You Die,FALSE,Fanny and Alexander,Fanny och Alexander,1982,tt0083922,https://v2.vidsrc.me/embed/tt0083922
Movies to Watch Before You Die,FALSE,Fast Times at Ridgemont High,,1982,tt0083929,https://v2.vidsrc.me/embed/tt0083929
Movies to Watch Before You Die,FALSE,Yol,Yol,1982,tt0084934,//ok.ru/videoembed/2116477061798
Movies to Watch Before You Die,FALSE,Gandhi,,1982,tt0083987,https://v2.vidsrc.me/embed/tt0083987
Movies to Watch Before You Die,FALSE,Fitzcarraldo,,1982,tt0083946,https://v2.vidsrc.me/embed/tt0083946
Movies to Watch Before You Die,FALSE,E.T. the Extra-Terrestrial,,1982,tt0083866,https://v2.vidsrc.me/embed/tt0083866
Movies to Watch Before You Die,FALSE,Koyaanisqatsi,,1982,tt0085809,https://v2.vidsrc.me/embed/tt0085809
Movies to Watch Before You Die,FALSE,Tootsie,,1982,tt0084805,https://v2.vidsrc.me/embed/tt0084805
Movies to Watch Before You Die,FALSE,The Right Stuff,,1983,tt0086197,https://v2.vidsrc.me/embed/tt0086197
Movies to Watch Before You Die,FALSE,Utu,,1983,tt0086497,https://v2.vidsrc.me/embed/tt0086497
Movies to Watch Before You Die,FALSE,The 4th Man,,1983,tt0086543,https://archive.org/embed/de.vierde.man.-the.-4th.-man.-1983.-verhoeven.x-264-cg
Movies to Watch Before You Die,FALSE,The Ballad of Narayama,Narayama Bushi-ko,1983,tt0084390,https://v2.vidsrc.me/embed/tt0084390
Movies to Watch Before You Die,FALSE,Videodrome,,1983,tt0086541,https://v2.vidsrc.me/embed/tt0086541
Movies to Watch Before You Die,FALSE,The Last Battle,Le Dernier Combat,1983,tt0085426,https://v2.vidsrc.me/embed/tt0085426
Movies to Watch Before You Die,TRUE,Scarface,,1983,tt0086250,https://v2.vidsrc.me/embed/tt0086250
Movies to Watch Before You Die,FALSE,Local Hero,,1983,tt0085859,https://v2.vidsrc.me/embed/tt0085859
Movies to Watch Before You Die,TRUE,Star Wars: Episode VI - Return of the Jedi,,1983,tt0086190,https://v2.vidsrc.me/embed/tt0086190
Movies to Watch Before You Die,FALSE,El Norte,,1983,tt0085482,https://v2.vidsrc.me/embed/tt0085482
Movies to Watch Before You Die,FALSE,Terms of Endearment,,1983,tt0086425,https://v2.vidsrc.me/embed/tt0086425
Movies to Watch Before You Die,FALSE,The Big Chill,,1983,tt0085244,https://v2.vidsrc.me/embed/tt0085244
Movies to Watch Before You Die,TRUE,A Christmas Story,,1983,tt0085334,https://v2.vidsrc.me/embed/tt0085334
Movies to Watch Before You Die,TRUE,Ghostbusters,,1984,tt0087332,https://v2.vidsrc.me/embed/tt0087332
Movies to Watch Before You Die,FALSE,Once Upon a Time in America,,1984,tt0087843,https://v2.vidsrc.me/embed/tt0087843
Movies to Watch Before You Die,TRUE,The Terminator,,1984,tt0088247,https://v2.vidsrc.me/embed/tt0088247
Movies to Watch Before You Die,FALSE,The Natural,,1984,tt0087781,https://v2.vidsrc.me/embed/tt0087781
Movies to Watch Before You Die,FALSE,"Paris, Texas",,1984,tt0087884,https://v2.vidsrc.me/embed/tt0087884
Movies to Watch Before You Die,TRUE,A Nightmare on Elm Street,,1984,tt0087800,https://v2.vidsrc.me/embed/tt0087800
Movies to Watch Before You Die,FALSE,This Is Spinal Tap,,1984,tt0088258,https://v2.vidsrc.me/embed/tt0088258
Movies to Watch Before You Die,FALSE,A Passage to India,,1984,tt0087892,https://v2.vidsrc.me/embed/tt0087892
Movies to Watch Before You Die,FALSE,Beverly Hills Cop,,1984,tt0086960,https://v2.vidsrc.me/embed/tt0086960
Movies to Watch Before You Die,FALSE,The Killing Fields,,1984,tt0087553,https://v2.vidsrc.me/embed/tt0087553
Movies to Watch Before You Die,FALSE,Stranger Than Paradise,,1984,tt0088184,https://v2.vidsrc.me/embed/tt0088184
Movies to Watch Before You Die,FALSE,Amadeus,,1984,tt0086879,https://v2.vidsrc.me/embed/tt0086879
Movies to Watch Before You Die,FALSE,Kiss of the Spider Woman,,1985,tt0089424,https://v2.vidsrc.me/embed/tt0089424
Movies to Watch Before You Die,FALSE,The Quiet Earth,,1985,tt0089869,https://v2.vidsrc.me/embed/tt0089869
Movies to Watch Before You Die,FALSE,The Purple Rose of Cairo,,1985,tt0089853,https://v2.vidsrc.me/embed/tt0089853
Movies to Watch Before You Die,FALSE,The Color Purple,,1985,tt0088939,https://v2.vidsrc.me/embed/tt0088939
Movies to Watch Before You Die,FALSE,A Room with a View,,1985,tt0091867,https://v2.vidsrc.me/embed/tt0091867
Movies to Watch Before You Die,FALSE,Tampopo,,1985,tt0092048,https://v2.vidsrc.me/embed/tt0092048
Movies to Watch Before You Die,FALSE,A Time to Live and a Time to Die,,1985,tt0090185,https://v2.vidsrc.me/embed/tt0090185
Movies to Watch Before You Die,FALSE,Sherman's March,,1985,tt0091943,//ok.ru/videoembed/628526811872
Movies to Watch Before You Die,FALSE,Shoah,,1985,tt0090015,https://v2.vidsrc.me/embed/tt0090015
Movies to Watch Before You Die,FALSE,Prizzi's Honor,,1985,tt0089841,https://v2.vidsrc.me/embed/tt0089841
Movies to Watch Before You Die,FALSE,The Breakfast Club,,1985,tt0088847,https://v2.vidsrc.me/embed/tt0088847
Movies to Watch Before You Die,FALSE,Mishima: A Life in Four Chapters,,1985,tt0089603,https://v2.vidsrc.me/embed/tt0089603
Movies to Watch Before You Die,FALSE,Out of Africa,,1985,tt0089755,https://v2.vidsrc.me/embed/tt0089755
Movies to Watch Before You Die,FALSE,Ran,,1985,tt0089881,https://v2.vidsrc.me/embed/tt0089881
Movies to Watch Before You Die,TRUE,Back to the Future,,1985,tt0088763,https://v2.vidsrc.me/embed/tt0088763
Movies to Watch Before You Die,FALSE,Come and See,Idi i Smotri,1985,tt0091251,https://v2.vidsrc.me/embed/tt0091251
Movies to Watch Before You Die,FALSE,Brazil,,1985,tt0088846,https://v2.vidsrc.me/embed/tt0088846
Movies to Watch Before You Die,FALSE,The Official Story,La Historia Oficial,1985,tt0089276,https://v2.vidsrc.me/embed/tt0089276
Movies to Watch Before You Die,FALSE,Vagabond,Sans Toit ni Loi,1985,tt0089960,https://v2.vidsrc.me/embed/tt0089960
Movies to Watch Before You Die,FALSE,Down by Law,,1986,tt0090967,https://v2.vidsrc.me/embed/tt0090967
Movies to Watch Before You Die,FALSE,Platoon,,1986,tt0091763,https://v2.vidsrc.me/embed/tt0091763
Movies to Watch Before You Die,FALSE,Salvador,,1986,tt0091886,https://v2.vidsrc.me/embed/tt0091886
Movies to Watch Before You Die,FALSE,Henry: Portrait of a Serial Killer,,1986,tt0099763,https://v2.vidsrc.me/embed/tt0099763
Movies to Watch Before You Die,FALSE,Stand by Me,,1986,tt0092005,https://v2.vidsrc.me/embed/tt0092005
Movies to Watch Before You Die,FALSE,Peking Opera Blues,Do Ma Daan,1986,tt0090952,//ok.ru/videoembed/3102925327092
Movies to Watch Before You Die,FALSE,Manhunter,,1986,tt0091474,https://v2.vidsrc.me/embed/tt0091474
Movies to Watch Before You Die,FALSE,Blue Velvet,,1986,tt0090756,https://v2.vidsrc.me/embed/tt0090756
Movies to Watch Before You Die,FALSE,Hannah and Her Sisters,,1986,tt0091167,https://v2.vidsrc.me/embed/tt0091167
Movies to Watch Before You Die,FALSE,The Horse Thief,Dao Ma Zei,1986,tt0090907,https://v2.vidsrc.me/embed/tt0090907
Movies to Watch Before You Die,FALSE,The Decline of the American Empire,Le Déclin de l'Empire Américain,1986,tt0090985,https://v2.vidsrc.me/embed/tt0090985
Movies to Watch Before You Die,FALSE,She's Gotta Have It,,1986,tt0091939,https://v2.vidsrc.me/embed/tt0091939
Movies to Watch Before You Die,FALSE,Children of a Lesser God,,1986,tt0090830,https://v2.vidsrc.me/embed/tt0090830
Movies to Watch Before You Die,FALSE,Caravaggio,,1986,tt0090798,https://v2.vidsrc.me/embed/tt0090798
Movies to Watch Before You Die,TRUE,Top Gun,,1986,tt0092099,https://v2.vidsrc.me/embed/tt0092099
Movies to Watch Before You Die,FALSE,The Fly,,1986,tt0091064,https://v2.vidsrc.me/embed/tt0091064
Movies to Watch Before You Die,FALSE,Ferris Bueller's Day Off,,1986,tt0091042,https://v2.vidsrc.me/embed/tt0091042
Movies to Watch Before You Die,TRUE,Aliens,,1986,tt0090605,https://v2.vidsrc.me/embed/tt0090605
Movies to Watch Before You Die,TRUE,The Princess Bride,,1987,tt0093779,https://v2.vidsrc.me/embed/tt0093779
Movies to Watch Before You Die,FALSE,Broadcast News,,1987,tt0092699,https://v2.vidsrc.me/embed/tt0092699
Movies to Watch Before You Die,FALSE,"Good Morning, Vietnam",,1987,tt0093105,https://v2.vidsrc.me/embed/tt0093105
Movies to Watch Before You Die,FALSE,Wings of Desire,Der Himmel Über Berlin,1987,tt0093191,https://v2.vidsrc.me/embed/tt0093191
Movies to Watch Before You Die,FALSE,Moonstruck,,1987,tt0093565,https://v2.vidsrc.me/embed/tt0093565
Movies to Watch Before You Die,FALSE,Wall Street,,1987,tt0094291,https://v2.vidsrc.me/embed/tt0094291
Movies to Watch Before You Die,FALSE,The Untouchables,,1987,tt0094226,https://v2.vidsrc.me/embed/tt0094226
Movies to Watch Before You Die,FALSE,Fatal Attraction,,1987,tt0093010,https://v2.vidsrc.me/embed/tt0093010
Movies to Watch Before You Die,FALSE,Housekeeping,,1987,tt0093225,https://v2.vidsrc.me/embed/tt0093225
Movies to Watch Before You Die,TRUE,RoboCop,,1987,tt0093870,https://v2.vidsrc.me/embed/tt0093870
Movies to Watch Before You Die,FALSE,"Goodbye, Children",,1987,tt0092593,https://v2.vidsrc.me/embed/tt0092593
Movies to Watch Before You Die,FALSE,A Chinese Ghost Story,Sinnui Yauman,1987,tt0093978,https://v2.vidsrc.me/embed/tt0093978
Movies to Watch Before You Die,FALSE,Project A 2,,1987,tt0092501,https://v2.vidsrc.me/embed/tt0092501
Movies to Watch Before You Die,FALSE,Withnail & I,,1987,tt0094336,https://v2.vidsrc.me/embed/tt0094336
Movies to Watch Before You Die,FALSE,The Dead,,1987,tt0092843,https://v2.vidsrc.me/embed/tt0092843
Movies to Watch Before You Die,FALSE,Babette's Feast,Babbetes Gaestebud,1987,tt0092603,https://v2.vidsrc.me/embed/tt0092603
Movies to Watch Before You Die,FALSE,Raising Arizona,,1987,tt0093822,https://v2.vidsrc.me/embed/tt0093822
Movies to Watch Before You Die,FALSE,Full Metal Jacket,,1987,tt0093058,https://v2.vidsrc.me/embed/tt0093058
Movies to Watch Before You Die,FALSE,Big,,1988,tt0094737,https://v2.vidsrc.me/embed/tt0094737
Movies to Watch Before You Die,FALSE,Bull Durham,,1988,tt0094812,https://v2.vidsrc.me/embed/tt0094812
Movies to Watch Before You Die,FALSE,The Thin Blue Line,,1988,tt0096257,https://v2.vidsrc.me/embed/tt0096257
Movies to Watch Before You Die,FALSE,Ariel,,1988,tt0094675,//ok.ru/videoembed/1378584627781
Movies to Watch Before You Die,FALSE,Red Sorghum,Hong Gao Liang,1988,tt0093206,https://v2.vidsrc.me/embed/tt0093206
Movies to Watch Before You Die,FALSE,Grave of the Fireflies,Hotaru no Haka,1988,tt0095327,https://v2.vidsrc.me/embed/tt0095327
Movies to Watch Before You Die,FALSE,Women on the Verge of a Nervous Breakdown,Mujeres al Borde de un Ataque de Nervios,1988,tt0095675,https://v2.vidsrc.me/embed/tt0095675
Movies to Watch Before You Die,FALSE,Alice,Neco z Alenky,1988,tt0095715,https://v2.vidsrc.me/embed/tt0095715
Movies to Watch Before You Die,FALSE,The Vanishing,Spoorloos,1988,tt0096163,https://v2.vidsrc.me/embed/tt0096163
Movies to Watch Before You Die,FALSE,Landscape in the Mist,Topio Stin Omichli,1988,tt0096288,https://v2.vidsrc.me/embed/tt0096288
Movies to Watch Before You Die,TRUE,Akira,,1988,tt0094625,https://v2.vidsrc.me/embed/tt0094625
Movies to Watch Before You Die,FALSE,A Fish Called Wanda,,1988,tt0095159,https://v2.vidsrc.me/embed/tt0095159
Movies to Watch Before You Die,FALSE,The Naked Gun: From the Files of Police Squad!,,1988,tt0095705,https://v2.vidsrc.me/embed/tt0095705
Movies to Watch Before You Die,TRUE,Who Framed Roger Rabbit,,1988,tt0096438,https://v2.vidsrc.me/embed/tt0096438
Movies to Watch Before You Die,FALSE,Rain Man,,1988,tt0095953,https://v2.vidsrc.me/embed/tt0095953
Movies to Watch Before You Die,TRUE,Die Hard,,1988,tt0095016,https://v2.vidsrc.me/embed/tt0095016
Movies to Watch Before You Die,FALSE,Dangerous Liaisons,,1988,tt0094947,https://v2.vidsrc.me/embed/tt0094947
Movies to Watch Before You Die,FALSE,Dead Ringers,,1988,tt0094964,https://v2.vidsrc.me/embed/tt0094964
Movies to Watch Before You Die,FALSE,"Distant Voices, Still Lives",,1988,tt0095037,https://v2.vidsrc.me/embed/tt0095037
Movies to Watch Before You Die,FALSE,The Accidental Tourist,,1988,tt0094606,https://v2.vidsrc.me/embed/tt0094606
Movies to Watch Before You Die,FALSE,Drowning by Numbers,,1988,tt0092929,https://v2.vidsrc.me/embed/tt0092929
Movies to Watch Before You Die,FALSE,Hôtel Terminus,,1988,tt0095341,https://www.youtube.com/embed/GpodeBqF36Q
Movies to Watch Before You Die,FALSE,Story of Women,,1988,tt0096336,https://v2.vidsrc.me/embed/tt0096336
Movies to Watch Before You Die,FALSE,Cinema Paradiso,Nuovo Cinema Paradiso,1988,tt0095765,https://v2.vidsrc.me/embed/tt0095765
Movies to Watch Before You Die,FALSE,A Tale of the Wind,Une Histoire de Vent,1988,tt0096337,https://www.youtube.com/embed/kigDvQhk8l4
Movies to Watch Before You Die,FALSE,A City of Sadness,Beiqing Chengshi,1989,tt0096908,https://v2.vidsrc.me/embed/tt0096908
Movies to Watch Before You Die,FALSE,The Unbelievable Truth,,1989,tt0100842,https://v2.vidsrc.me/embed/tt0100842
Movies to Watch Before You Die,FALSE,Do the Right Thing,,1989,tt0097216,https://v2.vidsrc.me/embed/tt0097216
Movies to Watch Before You Die,FALSE,Drugstore Cowboy,,1989,tt0097240,https://v2.vidsrc.me/embed/tt0097240
Movies to Watch Before You Die,FALSE,My Left Foot,,1989,tt0097937,https://v2.vidsrc.me/embed/tt0097937
Movies to Watch Before You Die,FALSE,Glory,,1989,tt0097441,https://v2.vidsrc.me/embed/tt0097441
Movies to Watch Before You Die,TRUE,When Harry Met Sally...,,1989,tt0098635,https://v2.vidsrc.me/embed/tt0098635
Movies to Watch Before You Die,FALSE,Batman,,1989,tt0096895,https://v2.vidsrc.me/embed/tt0096895
Movies to Watch Before You Die,FALSE,Field of Dreams,,1989,tt0097351,https://v2.vidsrc.me/embed/tt0097351
Movies to Watch Before You Die,FALSE,The Asthenic Syndrome,Astenicheskij Sindrom,1989,tt0096841,https://www.youtube.com/embed/kPgDjbQlgic
Movies to Watch Before You Die,FALSE,Roger & Me,,1989,tt0098213,https://v2.vidsrc.me/embed/tt0098213
Movies to Watch Before You Die,FALSE,"The Cook, the Thief, His Wife & Her Lover",,1989,tt0097108,https://v2.vidsrc.me/embed/tt0097108
Movies to Watch Before You Die,FALSE,Tetsuo: The Iron Man,,1989,tt0096251,https://v2.vidsrc.me/embed/tt0096251
Movies to Watch Before You Die,FALSE,Tongues Untied,,1989,tt0103099,https://v2.vidsrc.me/embed/tt0103099
Movies to Watch Before You Die,FALSE,Say Anything,,1989,tt0098258,https://v2.vidsrc.me/embed/tt0098258
Movies to Watch Before You Die,FALSE,"Sex, Lies, and Videotape",,1989,tt0098724,https://v2.vidsrc.me/embed/tt0098724
Movies to Watch Before You Die,FALSE,Crimes and Misdemeanors,,1989,tt0097123,https://v2.vidsrc.me/embed/tt0097123
Movies to Watch Before You Die,FALSE,The Killer,Die Xue Shuang Xiong,1989,tt0097202,https://v2.vidsrc.me/embed/tt0097202
Movies to Watch Before You Die,FALSE,The Decalogue,Dekalog,1989,tt0092337,https://v2.vidsrc.me/embed/tt0092337
Movies to Watch Before You Die,FALSE,King of New York,,1990,tt0099939,https://v2.vidsrc.me/embed/tt0099939
Movies to Watch Before You Die,FALSE,Pretty Woman,,1990,tt0100405,https://v2.vidsrc.me/embed/tt0100405
Movies to Watch Before You Die,FALSE,Dances with Wolves,,1990,tt0099348,https://v2.vidsrc.me/embed/tt0099348
Movies to Watch Before You Die,FALSE,Archangel,,1990,tt0099053,https://v2.vidsrc.me/embed/tt0099053
Movies to Watch Before You Die,FALSE,"No Fear, No Die",S'en Fout la Mort,1990,tt0100536,https://v2.vidsrc.me/embed/tt0100536
Movies to Watch Before You Die,TRUE,Total Recall,,1990,tt0100802,https://v2.vidsrc.me/embed/tt0100802
Movies to Watch Before You Die,TRUE,Edward Scissorhands,,1990,tt0099487,https://v2.vidsrc.me/embed/tt0099487
Movies to Watch Before You Die,FALSE,Reversal of Fortune,,1990,tt0100486,https://v2.vidsrc.me/embed/tt0100486
Movies to Watch Before You Die,FALSE,Jacob's Ladder,,1990,tt0099871,https://v2.vidsrc.me/embed/tt0099871
Movies to Watch Before You Die,FALSE,Slacker,,1990,tt0102943,https://v2.vidsrc.me/embed/tt0102943
Movies to Watch Before You Die,FALSE,Close-Up,Nema-ye Nazdik,1990,tt0100234,https://v2.vidsrc.me/embed/tt0100234
Movies to Watch Before You Die,FALSE,Trust,,1990,tt0103130,https://v2.vidsrc.me/embed/tt0103130
Movies to Watch Before You Die,TRUE,Goodfellas,,1990,tt0099685,https://v2.vidsrc.me/embed/tt0099685
Movies to Watch Before You Die,FALSE,Center Stage,,1991,tt0102816,https://v2.vidsrc.me/embed/tt0102816
Movies to Watch Before You Die,FALSE,Once Upon a Time in China,Wong Fei-Hung,1991,tt0103285,https://v2.vidsrc.me/embed/tt0103285
Movies to Watch Before You Die,FALSE,Boyz n the Hood,,1991,tt0101507,https://v2.vidsrc.me/embed/tt0101507
Movies to Watch Before You Die,FALSE,A Brighter Summer Day,Guling Jie Shaonian Sha Ren Shijian,1991,tt0101985,https://v2.vidsrc.me/embed/tt0101985
Movies to Watch Before You Die,FALSE,Delicatessen,,1991,tt0101700,https://v2.vidsrc.me/embed/tt0101700
Movies to Watch Before You Die,TRUE,Terminator 2: Judgment Day,,1991,tt0103064,https://v2.vidsrc.me/embed/tt0103064
Movies to Watch Before You Die,FALSE,Naked Lunch,,1991,tt0102511,https://v2.vidsrc.me/embed/tt0102511
Movies to Watch Before You Die,FALSE,Raise the Red Lantern,Da Hong Deng Long Gao Gao Gua,1991,tt0101640,https://v2.vidsrc.me/embed/tt0101640
Movies to Watch Before You Die,TRUE,The Silence of the Lambs,,1991,tt0102926,https://v2.vidsrc.me/embed/tt0102926
Movies to Watch Before You Die,FALSE,My Own Private Idaho,,1991,tt0102494,https://v2.vidsrc.me/embed/tt0102494
Movies to Watch Before You Die,FALSE,JFK,,1991,tt0102138,https://v2.vidsrc.me/embed/tt0102138
Movies to Watch Before You Die,FALSE,The Rapture,,1991,tt0102757,https://v2.vidsrc.me/embed/tt0102757
Movies to Watch Before You Die,FALSE,Thelma & Louise,,1991,tt0103074,https://v2.vidsrc.me/embed/tt0103074
Movies to Watch Before You Die,FALSE,Europa,,1991,tt0101829,https://v2.vidsrc.me/embed/tt0101829
Movies to Watch Before You Die,FALSE,The Double Life of Véronique,,1991,tt0101765,https://v2.vidsrc.me/embed/tt0101765
Movies to Watch Before You Die,FALSE,Hearts of Darkness: A Filmmaker's Apocalypse,,1991,tt0102015,https://v2.vidsrc.me/embed/tt0102015
Movies to Watch Before You Die,FALSE,Bram Stoker's Dracula,,1992,tt0103874,https://v2.vidsrc.me/embed/tt0103874
Movies to Watch Before You Die,FALSE,Romper Stomper,,1992,tt0105275,https://v2.vidsrc.me/embed/tt0105275
Movies to Watch Before You Die,FALSE,Strictly Ballroom,,1992,tt0105488,https://v2.vidsrc.me/embed/tt0105488
Movies to Watch Before You Die,FALSE,The Player,,1992,tt0105151,https://v2.vidsrc.me/embed/tt0105151
Movies to Watch Before You Die,TRUE,Reservoir Dogs,,1992,tt0105236,https://v2.vidsrc.me/embed/tt0105236
Movies to Watch Before You Die,FALSE,Glengarry Glen Ross,,1992,tt0104348,https://v2.vidsrc.me/embed/tt0104348
Movies to Watch Before You Die,FALSE,Unforgiven,,1992,tt0105695,https://v2.vidsrc.me/embed/tt0105695
Movies to Watch Before You Die,FALSE,The Crying Game,,1992,tt0104036,https://v2.vidsrc.me/embed/tt0104036
Movies to Watch Before You Die,FALSE,Candyman,,1992,tt0103919,https://v2.vidsrc.me/embed/tt0103919
Movies to Watch Before You Die,FALSE,A Tale of Winter,Conte D'hiver,1992,tt0104008,https://v2.vidsrc.me/embed/tt0104008
Movies to Watch Before You Die,FALSE,Man Bites Dog,C'est Arrivé Près de Chez Vous,1992,tt0103905,https://v2.vidsrc.me/embed/tt0103905
Movies to Watch Before You Die,FALSE,Aileen Wuornos: Selling of a Serial Killer,,1992,tt0103634,https://www.youtube.com/embed/6CVxuoXrO8Q
Movies to Watch Before You Die,FALSE,Three Colors: Blue,Trois Couleurs: Bleu,1993,tt0108394,https://v2.vidsrc.me/embed/tt0108394
Movies to Watch Before You Die,FALSE,Farewell My Concubine,Ba Wang Bie Ji,1993,tt0106332,https://v2.vidsrc.me/embed/tt0106332
Movies to Watch Before You Die,FALSE,The Wedding Banquet,Hsi Yen,1993,tt0107156,https://v2.vidsrc.me/embed/tt0107156
Movies to Watch Before You Die,FALSE,The Puppetmaster,Hsimeng Jensheng,1993,tt0107157,//ok.ru/videoembed/1688073407086
Movies to Watch Before You Die,FALSE,The Age of Innocence,,1993,tt0106226,https://v2.vidsrc.me/embed/tt0106226
Movies to Watch Before You Die,TRUE,Schindler's List,,1993,tt0108052,https://v2.vidsrc.me/embed/tt0108052
Movies to Watch Before You Die,TRUE,Groundhog Day,,1993,tt0107048,https://v2.vidsrc.me/embed/tt0107048
Movies to Watch Before You Die,FALSE,The Piano,,1993,tt0107822,https://v2.vidsrc.me/embed/tt0107822
Movies to Watch Before You Die,TRUE,Jurassic Park,,1993,tt0107290,https://v2.vidsrc.me/embed/tt0107290
Movies to Watch Before You Die,FALSE,Short Cuts,,1993,tt0108122,https://v2.vidsrc.me/embed/tt0108122
Movies to Watch Before You Die,FALSE,Dear Diary,Caro Diario,1993,tt0109382,https://v2.vidsrc.me/embed/tt0109382
Movies to Watch Before You Die,FALSE,Philadelphia,,1993,tt0107818,https://v2.vidsrc.me/embed/tt0107818
Movies to Watch Before You Die,FALSE,The Blue Kite,Lan Feng Zheng,1993,tt0107358,https://www.youtube.com/embed/GQsX8kTR0hE
Movies to Watch Before You Die,FALSE,Thirty Two Short Films About Glenn Gould,,1993,tt0108328,https://www.youtube.com/embed/xwLvz8AgmYE
Movies to Watch Before You Die,FALSE,The Last Seduction,,1994,tt0110308,https://v2.vidsrc.me/embed/tt0110308
Movies to Watch Before You Die,FALSE,Crumb,,1994,tt0109508,https://v2.vidsrc.me/embed/tt0109508
Movies to Watch Before You Die,FALSE,Heavenly Creatures,,1994,tt0110005,https://v2.vidsrc.me/embed/tt0110005
Movies to Watch Before You Die,TRUE,Pulp Fiction,,1994,tt0110912,https://v2.vidsrc.me/embed/tt0110912
Movies to Watch Before You Die,FALSE,Natural Born Killers,,1994,tt0110632,https://v2.vidsrc.me/embed/tt0110632
Movies to Watch Before You Die,FALSE,"The Adventures of Priscilla, Queen of the Desert",,1994,tt0109045,https://v2.vidsrc.me/embed/tt0109045
Movies to Watch Before You Die,FALSE,Muriel's Wedding,,1994,tt0110598,https://v2.vidsrc.me/embed/tt0110598
Movies to Watch Before You Die,FALSE,Chungking Express,Chong Qing Sen Lin,1994,tt0109424,https://v2.vidsrc.me/embed/tt0109424
Movies to Watch Before You Die,FALSE,The Kingdom,Riget,1994,tt0108906,https://v2.vidsrc.me/embed/tt0108906
Movies to Watch Before You Die,FALSE,Three Colors: Red,Trois Couleurs: Rouge,1994,tt0111495,https://v2.vidsrc.me/embed/tt0111495
Movies to Watch Before You Die,FALSE,Through the Olive Trees,Zire Darakhatan Zeyton,1994,tt0111845,https://v2.vidsrc.me/embed/tt0111845
Movies to Watch Before You Die,FALSE,Hoop Dreams,,1994,tt0110057,https://v2.vidsrc.me/embed/tt0110057
Movies to Watch Before You Die,FALSE,Satantango,,1994,tt0111341,https://v2.vidsrc.me/embed/tt0111341
Movies to Watch Before You Die,FALSE,Clerks,,1994,tt0109445,https://v2.vidsrc.me/embed/tt0109445
Movies to Watch Before You Die,FALSE,Four Weddings and a Funeral,,1994,tt0109831,https://v2.vidsrc.me/embed/tt0109831
Movies to Watch Before You Die,FALSE,Forrest Gump,,1994,tt0109830,https://v2.vidsrc.me/embed/tt0109830
Movies to Watch Before You Die,TRUE,The Shawshank Redemption,,1994,tt0111161,https://v2.vidsrc.me/embed/tt0111161
Movies to Watch Before You Die,FALSE,Wild Reeds,,1994,tt0111019,https://v2.vidsrc.me/embed/tt0111019
Movies to Watch Before You Die,FALSE,Lamerica,,1994,tt0110299,//ok.ru/videoembed/2420430932678
Movies to Watch Before You Die,TRUE,The Lion King,,1994,tt0110357,https://v2.vidsrc.me/embed/tt0110357
Movies to Watch Before You Die,TRUE,Babe,,1995,tt0112431,https://v2.vidsrc.me/embed/tt0112431
Movies to Watch Before You Die,FALSE,Se7en,,1995,tt0114369,https://v2.vidsrc.me/embed/tt0114369
Movies to Watch Before You Die,FALSE,Underground,,1995,tt0114787,https://v2.vidsrc.me/embed/tt0114787
Movies to Watch Before You Die,TRUE,Clueless,,1995,tt0112697,https://v2.vidsrc.me/embed/tt0112697
Movies to Watch Before You Die,FALSE,Safe,,1995,tt0114323,https://v2.vidsrc.me/embed/tt0114323
Movies to Watch Before You Die,FALSE,Heat,,1995,tt0113277,https://v2.vidsrc.me/embed/tt0113277
Movies to Watch Before You Die,FALSE,Toy Story,,1995,tt0114709,https://v2.vidsrc.me/embed/tt0114709
Movies to Watch Before You Die,FALSE,Dead Man,,1995,tt0112817,https://v2.vidsrc.me/embed/tt0112817
Movies to Watch Before You Die,FALSE,The Usual Suspects,,1995,tt0114814,https://v2.vidsrc.me/embed/tt0114814
Movies to Watch Before You Die,FALSE,Casino,,1995,tt0112641,https://v2.vidsrc.me/embed/tt0112641
Movies to Watch Before You Die,FALSE,Strange Days,,1995,tt0114558,https://v2.vidsrc.me/embed/tt0114558
Movies to Watch Before You Die,FALSE,The Pillow Book,,1995,tt0114134,https://v2.vidsrc.me/embed/tt0114134
Movies to Watch Before You Die,FALSE,Dilwale Dulhania Le Jayenge,,1995,tt0112870,https://v2.vidsrc.me/embed/tt0112870
Movies to Watch Before You Die,TRUE,Braveheart,,1995,tt0112573,https://v2.vidsrc.me/embed/tt0112573
Movies to Watch Before You Die,FALSE,Smoke,,1995,tt0114478,https://v2.vidsrc.me/embed/tt0114478
Movies to Watch Before You Die,FALSE,Zero Kelvin,Kjærlighetens Kjøtere,1995,tt0113557,https://www.youtube.com/embed/5nOPomP2W24
Movies to Watch Before You Die,FALSE,Deseret,,1995,tt0131356,https://www.youtube.com/embed/97PML8YoI8g
Movies to Watch Before You Die,FALSE,Cyclo,Xich Lo,1995,tt0112767,https://v2.vidsrc.me/embed/tt0112767
Movies to Watch Before You Die,FALSE,The White Balloon,Badkonake Sefid,1995,tt0112445,https://www.youtube.com/embed/8ynAA5UWreQ
Movies to Watch Before You Die,FALSE,Breaking the Waves,,1996,tt0115751,https://v2.vidsrc.me/embed/tt0115751
